CENSUS_YEAR,COMM_CODE,DWELLING_CNT,RESIDENT_CNT,OCPD_DWELLING_CNT,VACANT_DWELLING_CNT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT
2011,COV,"5,323","15,722","5,195",101,"4,633",7,12,8,0
2003,FHI,1,0,1,0,1,0,0,0,0
2005,COU,"1,426","3,695","1,402",21,"1,310",3,0,0,0
2006,CPF,"1,291","2,776","1,089",8,"1,071",2,170,0,22
2017,GAG,730,"2,090",710,18,466,2,0,0,0
2002,GTI,1,1,1,0,0,0,0,0,0
2010,X01,104,359,93,4,104,0,5,1,1
2013,KIL,"3,730","6,868","3,357",220,"1,777",14,88,38,13
2016,GPK,3,0,0,1,0,0,0,2,0
2001,SOW,"2,616","6,460","2,531",65,"1,552",18,0,1,1
2008,NHV,963,"2,354",940,6,674,14,0,2,1
2010,PUM,563,"1,622",540,17,408,5,1,0,0
2016,COV,"5,572","17,459","5,472",81,"4,634",9,1,8,1
1999,MOR,"2,733","9,329","2,675",43,"2,550",0,10,0,
2016,COA,"1,480","3,317","1,448",28,"1,216",1,0,2,1
2005,BRE,"2,560","6,228","2,493",59,"1,759",4,0,1,3
2011,PKL,"1,447","3,772","1,420",22,"1,356",5,0,0,0
2009,HAW,"3,331","10,202","3,301",26,"3,124",3,0,1,0
1999,BYV,249,693,241,7,239,1,0,0,
2000,NHV,956,"2,501",946,9,694,0,0,0,
2003,RMT,541,"1,297",531,9,349,1,0,0,0
2009,MPL,810,"2,005",796,10,754,2,0,2,0
2019,MER,0,0,0,0,0,0,0,0,0
2013,SOC,"2,271","3,644","2,043",125,"1,037",30,58,7,8
2011,SAD,"3,532","13,388","3,370",87,"2,841",2,65,6,2
2013,MAC,"1,784","5,088","1,762",18,"1,528",4,0,0,0
2015,MAF,156,478,154,2,150,0,0,0,0
2019,MID,"2,898","7,266","2,742",137,"1,778",15,0,0,4
1998,BDO,369,"1,115",369,0,367,0,0,,
2002,SRI,34,65,23,9,11,0,0,0,2
2008,POI,846,"1,377",829,15,665,2,0,0,0
2008,LKB,"4,108","10,531","3,835",65,"3,597",24,179,0,5
2001,DNE,689,"1,303",660,25,3,0,1,0,3
2009,COV,"5,263","15,688","5,190",56,"4,740",4,10,1,2
2014,PEN,"3,280","8,760","3,122",79,"1,855",8,2,66,3
2011,MAF,156,470,150,4,145,2,0,0,0
2012,PUM,563,"1,614",542,9,407,11,1,0,0
2014,RUT,970,"2,276",949,8,740,4,5,4,0
2016,MCK,"4,657","13,709","4,564",82,"4,141",10,0,1,0
2017,WBN,"3,373","8,959","3,311",49,"2,988",10,2,0,1
2002,SOW,"2,625","6,466","2,584",29,"1,594",9,0,1,2
2016,GRE,496,921,473,17,438,2,1,2,1
2017,X10,358,760,333,15,312,0,0,8,2
2006,CHA,"2,727","8,134","2,543",22,"2,472",0,146,1,15
2007,LKV,"2,336","5,610","2,298",20,"1,885",15,1,1,1
2018,CHR,727,"2,133",717,9,663,1,0,0,0
2005,SOV,900,"2,108",831,63,489,0,2,0,4
2013,COU,"1,427","3,762","1,406",16,"1,193",4,0,0,1
2015,X09,7,64,4,1,39,0,0,0,2
2008,MAC,"1,779","5,316","1,753",21,"1,562",2,0,2,1
2011,WIN,"1,875","3,756","1,727",71,"1,047",2,16,59,0
2015,SOW,"2,656","6,420","2,571",56,"1,491",13,0,13,3
2004,CHK,587,"1,710",570,14,477,2,0,0,1
2015,KIN,"2,382","4,726","2,267",81,788,19,2,9,4
2017,CHW,"1,486","3,582","1,425",51,"1,100",6,4,0,0
2012,SHS,866,"1,565",643,49,593,1,172,0,1
2016,DNW,"1,937","2,344","1,402",175,541,0,319,2,39
2016,GRI,5,144,3,1,0,0,0,0,1
2013,PEG,2,0,2,0,0,0,0,0,0
2019,MCT,"7,166","18,283","7,025",132,"5,355",5,0,1,3
2002,SHS,616,"1,658",612,1,596,0,3,0,0
2019,SAD,"6,266","22,317","5,576",437,"4,092",11,192,46,4
2007,HIL,"3,391","5,215","2,523",56,"1,131",86,486,227,13
2017,LMR,"2,403","3,239","2,178",199,703,16,2,0,8
2019,GBK,"3,337","7,438","3,174",133,"1,596",9,15,2,4
2016,MRT,"4,174","14,877","3,972",132,"2,967",13,0,50,7
2007,BRT,311,743,290,4,252,6,5,6,0
2009,UMR,"1,073","2,551",992,20,737,18,13,26,4
2012,SGH,992,"2,187",809,21,776,0,141,0,21
2009,EAU,"1,325","1,713","1,041",83,637,2,30,37,132
1999,MRL,"3,073","8,999","3,020",37,"2,252",7,0,7,
2008,FRA,3,0,2,1,0,0,0,0,0
2017,RED,916,"1,605",857,37,657,2,0,20,0
1998,MCT,464,882,348,9,345,0,97,,
2000,EAG,110,455,108,1,104,1,0,0,
2012,WBN,"3,371","9,131","3,319",37,"2,983",10,0,5,0
2012,MID,"2,726","6,856","2,667",51,"1,791",3,0,3,2
2016,CRM,486,"1,538",476,4,449,0,4,1,1
2007,DNC,"4,987","7,523","4,401",94,229,149,160,25,158
2019,KCA,"2,508","6,889","2,293",186,"1,775",3,25,1,0
2010,SDC,"3,402","10,773","3,354",38,"3,081",7,0,1,2
2017,MAF,156,431,149,4,143,2,1,0,0
2013,TUS,"6,497","19,307","6,400",82,"5,888",5,5,1,4
2004,BRT,313,725,271,29,231,7,5,0,1
2009,CRE,"3,619","6,105","3,334",164,"1,420",24,48,41,8
2009,AUB,"1,298","3,465","1,150",17,"1,064",1,112,0,18
2002,MPL,810,"2,115",805,4,773,0,0,0,1
2010,DNC,"5,052","7,568","4,318",376,296,3,49,199,107
1999,RID,343,667,320,9,270,0,2,11,
2001,CGR,37,46,14,0,9,0,11,0,12
2003,HOR,3,0,0,3,0,0,0,0,0
2000,VAR,"5,324","12,520","5,197",102,"3,440",18,0,0,
2003,TEM,"3,537","11,537","3,462",67,"2,686",4,0,3,1
2004,RED,917,"1,765",880,37,618,0,0,0,0
2017,BYV,248,638,233,8,230,6,0,1,0
2004,S23,4,11,3,0,1,0,0,0,1
2004,BYV,249,665,240,8,239,0,0,0,1
2011,GLA,"2,986","6,237","2,820",93,"1,825",9,0,62,2
2018,RYV,0,0,0,0,0,0,0,0,0
2017,MRL,"3,258","9,226","3,092",141,"1,911",4,1,17,3
2006,PAN,"3,562","10,277","3,228",9,"3,137",4,298,2,21
2009,X08,0,24,0,0,50,0,0,0,0
2019,NEB,"4,320","13,103","4,273",43,"3,537",1,0,2,1
2008,ABB,"2,006","6,005","1,939",54,"1,451",5,0,8,0
2018,X01,110,381,108,2,117,0,0,0,0
1999,SCA,343,873,328,9,306,2,0,4,
2016,MIS,"3,435","4,428","2,985",331,931,38,70,0,11
2012,S23,1,0,1,0,0,0,0,0,0
2014,QLD,"1,905","4,984","1,880",18,"1,459",3,1,3,0
2011,TAR,"4,387","16,110","4,206",149,"3,225",5,1,26,0
2004,SOV,898,"2,100",838,46,488,1,0,10,3
2018,GPK,3,0,3,0,0,0,0,0,0
2007,PEG,1,0,0,0,0,0,0,1,0
2015,TAR,"5,072","19,223","4,859",128,"3,460",7,1,73,4
1999,NGM,992,"2,524",980,11,797,1,0,0,
2017,CHA,"4,176","12,959","4,133",39,"3,779",0,2,0,2
2005,DRN,"2,103","5,845","2,067",35,"1,664",0,1,0,0
2009,BUR,2,0,1,1,0,0,0,0,0
1999,WES,7,17,6,0,2,0,0,0,
2003,ABB,"2,012","6,400","1,961",37,"1,487",1,0,13,0
2001,NGM,"1,001","2,516",987,13,780,0,0,0,1
2003,QPK,188,442,184,4,0,0,0,0,0
2004,SHG,865,"1,603",812,41,334,2,5,0,5
2018,MPL,817,"1,878",788,20,732,8,1,0,0
2015,NOL,"1,032","1,723",558,69,539,1,376,0,28
2016,NEB,"4,297","12,060","4,076",77,"3,688",2,136,3,3
2018,TUS,"6,644","19,723","6,534",76,"5,883",9,21,0,4
2012,CRM,462,"1,454",447,5,426,0,7,0,3
2012,SHI,151,251,142,9,135,0,0,0,0
2017,ALT,"3,158","6,795","2,871",204,"1,942",12,43,14,14
2016,BYV,248,665,240,7,233,1,0,0,0
2008,SHN,"3,289","9,403","3,242",38,"2,867",3,0,5,1
2008,GPK,3,0,3,0,0,0,0,0,0
2010,MRT,"3,832","12,968","3,651",156,"2,937",1,19,1,4
2019,DRG,"1,510","3,973","1,451",51,"1,064",4,1,3,0
2006,BRT,312,784,298,3,261,7,4,0,0
2006,EVN,"1,044","2,650",915,5,890,0,119,0,5
2007,TEM,"3,568","11,075","3,488",40,"2,609",15,1,23,1
2002,CRE,"3,552","5,861","3,343",166,"1,299",6,6,19,12
1998,CAM,897,"2,087",877,18,790,0,1,,
2017,CAN,"3,211","7,553","3,066",120,"2,450",15,0,6,4
2017,X07,0,29,0,0,61,0,0,0,0
2012,LEG,0,0,0,0,0,0,0,0,0
2016,WGT,"1,340","3,172","1,293",36,895,8,1,2,0
2018,WND,"2,468","4,455","2,310",129,881,7,18,2,2
2009,PEG,2,0,1,1,0,0,0,0,0
2011,MAH,365,783,263,11,253,0,74,0,17
2006,CGR,"1,729","4,375","1,519",9,"1,475",0,199,0,2
2009,FLI,63,126,57,6,50,0,0,0,0
2008,S23,3,0,2,1,0,0,0,0,0
2008,MAH,11,0,3,0,0,0,8,0,0
2017,DNC,"5,685","8,477","4,952",581,340,22,4,1,125
1998,S23,4,8,4,0,2,0,0,,
2008,SHG,881,"1,595",789,25,360,2,12,50,3
2018,ROX,153,396,146,1,136,4,2,0,0
2008,HIL,"3,447","5,324","2,586",83,"1,177",6,527,225,20
2007,PKH,850,"1,545",776,25,426,6,23,17,3
2008,VAR,"5,487","12,098","5,285",128,"3,484",34,11,17,12
2014,BYV,248,669,243,1,235,3,1,0,0
2007,SCA,345,936,326,12,284,3,2,1,1
2014,HAY,"3,644","7,240","3,535",76,"2,047",20,0,8,5
2010,SHW,604,"1,800",498,16,443,0,82,2,6
2018,LEG,"2,502","5,302","2,088",155,"1,533",2,216,6,35
2002,RUT,969,"2,391",964,1,385,0,0,4,0
2012,SHN,"3,300","9,380","3,253",40,"2,723",7,0,0,0
2010,DOV,"4,634","10,229","4,360",217,"2,940",12,16,26,3
2006,GLA,"2,979","6,317","2,890",43,"1,799",40,1,2,3
2003,OAK,"2,294","6,293","2,258",29,"2,067",4,0,3,0
2017,COA,"1,481","3,271","1,453",23,"1,138",3,1,0,1
1999,SHS,604,"1,420",479,5,471,0,120,0,
2014,HIL,"3,584","6,493","3,141",79,"1,209",8,122,224,10
2017,AUB,"5,932","16,425","5,453",217,"4,222",3,251,1,7
1999,RED,517,"1,269",508,9,369,0,0,0,
2002,ST4,8,16,8,0,4,0,0,0,0
2012,SOW,"2,658","6,083","2,572",67,"1,524",13,0,6,0
2019,ST2,7,0,0,7,0,0,0,0,0
1998,MEA,294,663,293,1,293,0,0,,
2015,ASP,"2,892","8,271","2,637",75,"2,341",1,168,2,9
2013,WHI,"3,887","12,033","3,683",83,"2,404",8,0,111,2
1998,OAK,"2,290","6,689","2,273",17,"2,271",0,0,,
2003,CAS,"1,861","6,244","1,819",42,"1,329",0,0,0,0
2006,HAR,"2,552","7,455","2,528",21,"2,422",1,1,0,1
2010,COV,"5,304","15,726","5,201",73,"4,678",5,16,8,1
2000,HAM,"1,898","5,763","1,729",14,"1,698",0,136,0,
2019,GRI,5,225,2,2,0,0,0,0,1
2004,WBN,"3,362","10,232","3,281",77,"3,008",4,0,0,0
2013,SSW,165,403,157,5,137,0,0,2,1
2014,BNK,"3,536","5,416","3,339",109,900,12,26,19,31
2001,CHA,"1,534","4,224","1,408",57,"1,383",1,45,2,21
2016,NHU,246,620,241,3,228,2,0,0,0
2015,CGR,"2,181","6,954","2,159",17,"1,973",0,4,0,1
2004,DRG,"1,491","4,383","1,445",45,"1,058",1,0,0,0
2005,EVN,773,"1,665",590,15,582,0,155,0,13
2015,DRN,"2,114","5,319","2,087",22,"1,625",3,0,2,0
2019,NAW,3,0,0,3,0,0,0,0,0
1999,CHK,587,"1,753",581,6,487,0,0,0,
1998,PEG,1,2,1,0,0,0,0,,
2000,GTI,1,1,1,0,0,0,0,0,
1998,DIS,6,21,6,0,6,0,0,,
2016,BNF,"1,950","4,182","1,781",110,683,9,10,33,7
1998,HID,"2,722","7,285","2,453",38,"2,453",0,212,,
2015,HOU,"1,108","2,972","1,031",42,785,7,25,1,2
1999,RDL,654,"1,659",626,24,515,2,0,1,
2008,WES,1,0,0,1,0,0,0,0,0
2012,GLA,"2,988","6,371","2,858",120,"1,796",3,0,4,3
2004,UNI,"1,373","2,950","1,305",58,421,6,1,0,3
2011,WIL,"2,282","5,308","2,217",54,"1,771",8,0,2,1
2014,AYB,14,0,5,2,0,0,0,0,7
2015,MPK,"3,105","8,878","3,005",53,"2,181",12,3,29,3
2000,NAW,3,0,0,3,0,0,0,0,
2018,EVE,"7,191","21,339","6,957",126,"6,009",14,76,5,13
2007,CAN,"3,183","8,024","3,103",31,"2,624",28,0,19,2
2000,DOV,"4,185","11,228","4,063",94,"2,750",4,19,2,
2016,ST2,7,15,3,4,0,0,0,0,0
2007,VAR,"5,452","12,227","5,281",84,"3,513",55,4,9,19
2017,PEN,"3,284","8,324","2,990",231,"1,870",26,2,26,9
2003,WHL,"2,786","5,472","2,580",121,"1,445",5,54,23,3
2016,HIL,"3,110","6,734","2,648",120,"1,285",13,103,213,13
2002,WHI,"3,518","12,252","3,454",60,"2,730",3,1,0,0
2017,SSD,"2,642","4,206","2,492",129,795,6,4,7,4
2005,BYV,249,656,238,7,237,3,0,0,1
2017,SOC,"2,360","4,038","2,080",214,"1,087",7,28,12,19
2012,SIG,"5,253","13,912","5,168",73,"4,820",4,0,4,4
2010,FLN,"3,358","7,269","2,913",361,"1,060",45,0,36,3
2018,WAL,"2,245","5,619","1,905",68,"1,590",1,233,0,38
2013,RCK,"1,652","3,294","1,480",94,419,8,15,49,6
2017,UMR,"1,066","2,467",991,48,733,11,16,0,0
2003,CAN,"3,168","8,294","3,109",54,"2,538",0,4,0,1
2006,MPL,810,"2,066",799,7,748,4,0,0,0
2002,X03,27,104,24,3,10,0,0,0,0
1999,POI,846,"1,323",815,28,655,0,0,3,
2000,CLI,"1,345","1,999","1,285",36,245,15,0,1,
1999,STD,3,6,2,1,2,0,0,0,
2001,WOO,"2,398","6,986","2,365",32,"1,772",0,0,0,1
2012,HID,"3,867","11,799","3,819",39,"3,435",2,0,5,2
2015,BED,"4,383","11,973","4,283",71,"3,049",10,0,16,3
1999,THO,"3,762","9,493","3,644",72,"2,368",0,5,34,
2014,SCE,"2,923","8,595","2,898",15,"2,775",6,0,3,1
2014,MCT,"7,090","17,737","6,887",135,"5,572",6,43,1,18
2000,GPI,3,4,2,1,2,0,0,0,
2011,LPK,"1,417","2,501","1,335",67,470,3,0,0,12
2012,GRI,5,0,2,2,0,0,0,0,1
2011,DOV,"4,680","10,301","4,418",193,"2,926",36,3,30,0
2008,HAR,"2,556","7,409","2,518",33,"2,332",4,0,1,0
2014,SAD,"4,646","17,775","4,330",62,"3,377",7,232,11,4
2004,CAN,"3,169","7,982","3,008",158,"2,499",2,1,0,0
2019,SKE,0,0,0,0,0,0,0,0,0
2003,TUS,"3,555","8,609","3,216",42,"3,082",2,269,1,25
2017,HAM,"2,476","7,564","2,442",23,"2,316",5,0,5,1
2005,MPK,"2,975","8,587","2,872",99,"2,201",1,0,2,1
2014,RSN,547,821,242,2,230,0,288,0,15
2003,PAN,"1,890","5,296","1,578",70,"1,543",0,224,0,18
1998,LKV,"2,324","5,847","2,307",17,"2,307",0,0,,
2007,VAL,"1,713","4,924","1,646",27,"1,607",1,30,9,0
2013,RAN,"3,056","7,775","3,003",43,"1,991",3,0,4,3
2000,CAN,"3,155","8,436","3,110",37,"2,537",1,6,0,
2016,FRA,3,0,3,0,0,0,0,0,0
2000,DNE,688,"1,322",666,13,3,7,1,0,
2014,NAW,3,0,2,1,0,0,0,0,0
2003,MEA,295,673,284,11,247,0,0,0,0
2004,HAR,"2,549","7,443","2,534",14,"2,445",0,0,0,1
2017,FRA,3,0,2,1,0,0,0,0,0
2004,BNF,"1,753","3,515","1,622",111,750,2,2,11,5
2013,MRL,"3,130","8,634","3,012",76,"1,931",3,0,38,1
2019,BRT,313,690,286,12,226,3,7,5,0
2005,RUN,"3,663","11,130","3,535",111,"2,426",12,0,1,4
2007,SCE,"2,919","9,257","2,895",18,"2,824",5,0,1,0
2005,SFH,2,5,1,1,1,0,0,0,0
2013,MON,"1,859","3,953","1,730",78,944,8,32,9,2
2014,X10,374,789,353,19,334,0,0,0,2
2018,WES,0,0,0,0,0,0,0,0,0
2002,SIG,"5,002","12,990","4,755",57,"4,543",3,173,0,14
2001,SAD,441,"1,018",330,30,283,0,73,0,8
2007,TUS,"6,102","16,119","5,716",62,"5,459",4,269,32,19
2014,CRA,"5,795","15,354","5,329",85,"4,732",3,340,1,37
2018,OAK,"2,294","5,606","2,250",34,"1,983",8,1,0,1
2012,FHT,"2,221","6,212","2,132",85,"1,290",0,1,3,0
2006,COA,"1,481","3,308","1,452",22,"1,225",6,0,0,1
2011,SOC,"2,239","3,642","1,952",140,929,9,70,60,8
2019,LPK,"1,094","2,617","1,028",61,324,4,0,0,1
2003,LKV,"2,333","5,683","2,285",48,"1,909",0,0,0,0
2014,CFL,730,"2,064",723,3,477,0,0,2,2
2005,DDG,"3,965","11,759","3,912",51,"3,823",1,0,0,1
2009,ACA,"5,043","10,573","4,776",164,"2,743",37,1,45,20
1998,DNE,691,"1,288",665,26,651,0,0,,
2005,SIG,"5,301","14,189","5,234",47,"4,988",6,7,2,5
2000,SAN,"2,110","6,921","2,082",27,"1,936",0,1,0,
2011,TUS,"6,480","18,838","6,337",119,"5,864",4,9,5,6
2012,X07,0,36,0,0,58,0,0,0,0
2008,BLN,"14,340","17,818","10,947",280,"3,501",306,"2,432",260,115
2016,FAI,"1,619","3,847","1,560",49,"1,039",5,3,1,1
2012,MCK,"4,653","14,050","4,593",50,"4,153",4,1,4,1
2000,EPK,"1,207","3,423","1,158",24,"1,096",14,10,1,
2005,TEM,"3,555","10,838","3,443",104,"2,649",6,0,1,1
1998,X01,23,43,20,3,13,0,0,,
2007,SSW,166,389,159,7,141,0,0,0,0
2002,HUN,"5,472","14,459","5,366",88,"3,556",11,0,6,1
2001,BRE,"2,550","6,384","2,521",16,"1,811",5,0,5,3
1998,OGD,"3,871","10,365","3,810",61,"3,388",0,0,,
1998,X03,125,410,102,19,88,0,0,,
2004,X07,0,0,0,0,0,0,0,0,0
2017,WHI,"3,968","11,981","3,627",288,"2,399",25,3,21,4
2000,MEA,294,653,286,8,255,0,0,0,
2018,EPK,"1,196","3,284","1,139",23,"1,050",18,14,1,1
2008,ST3,0,0,0,0,0,0,0,0,0
2013,BDO,370,915,360,6,310,3,1,0,0
2006,UOC,645,"2,137",625,14,0,0,0,0,6
2005,COV,"4,160","11,025","3,889",34,"3,732",0,212,0,25
2003,CLI,"1,354","2,009","1,290",47,291,0,0,4,13
2010,HIW,988,"2,101",909,53,600,6,4,12,4
2018,SHW,"2,056","5,857","1,835",187,"1,411",2,24,6,2
2009,PUM,562,"1,618",544,13,410,2,3,0,0
2018,ABP,0,0,0,0,0,0,0,0,0
1999,SIL,"3,533","10,219","3,492",36,"2,968",2,1,0,
2019,COA,"1,482","3,242","1,436",28,"1,163",4,2,10,2
2004,FAI,"1,589","3,679","1,547",39,"1,132",0,0,3,0
2018,GPI,0,0,0,0,0,0,0,0,0
1999,MRT,"2,448","7,277","2,334",60,"2,153",2,42,0,
2010,STR,"2,435","7,119","2,378",34,"2,178",12,3,7,1
2018,POI,846,"1,372",815,27,628,3,1,0,0
2006,HIW,979,"2,152",939,12,653,3,2,19,4
2010,HOU,"1,108","2,971","1,037",42,764,10,15,1,3
1998,RED,517,"1,332",515,2,0,0,0,,
2010,MIS,"3,242","4,251","2,978",211,"1,055",12,14,9,18
2014,SSD,"2,413","3,846","2,287",63,708,40,8,7,8
2006,MEA,278,625,269,8,238,1,0,0,0
2010,BRD,"3,059","5,162","2,582",191,"1,029",31,158,70,27
2007,ABB,"2,014","6,109","1,944",23,"1,468",1,0,46,0
2015,CHW,"1,484","3,669","1,434",32,"1,113",9,7,2,0
2013,OAK,"2,291","5,660","2,246",35,"1,968",7,0,2,1
2015,WBN,"3,373","9,145","3,330",34,"3,003",8,0,1,0
2007,SOC,"2,134","3,517","1,847",50,864,31,126,61,19
2018,PUM,562,"1,680",556,4,414,1,1,0,0
2017,EAG,110,477,104,4,101,1,1,0,0
1999,COA,"1,434","3,205","1,331",45,"1,094",1,52,0,
2010,SPH,"2,971","8,183","2,815",42,"2,426",4,100,1,9
2002,X01,11,18,10,1,3,0,0,0,0
2016,ASP,"2,943","9,050","2,792",76,"2,539",4,58,5,8
2017,KCA,"2,214","6,363","2,065",144,"1,789",1,2,0,2
2008,RUN,"3,743","11,359","3,634",60,"2,326",13,0,34,2
2008,CHV,"1,311","1,865",992,14,775,0,292,4,9
2019,SCA,339,931,327,6,278,4,2,0,0
2002,SOM,"2,768","7,088","2,617",56,"2,481",0,81,0,14
2002,HPK,"1,999","3,753","1,897",91,657,2,3,3,3
2019,MEA,287,644,271,8,217,2,3,0,3
1998,ABB,"1,962","6,736","1,945",17,"1,897",0,0,,
2006,MRL,"3,078","8,465","3,005",55,"2,144",4,0,12,2
2005,MEA,278,595,262,12,236,4,0,0,0
2010,BED,"4,336","11,761","4,183",128,"3,109",16,0,8,1
2017,MCK,"4,657","13,616","4,589",56,"4,129",12,0,0,0
2011,SKR,802,"1,803",555,24,529,0,202,0,21
2016,HAM,"2,474","7,706","2,453",16,"2,339",3,0,1,1
2019,THO,"3,831","8,785","3,613",164,"2,016",22,3,20,9
2005,HOR,4,0,0,4,0,0,0,0,0
2007,THO,"3,793","8,992","3,649",53,"2,301",20,0,66,5
2012,ERI,"2,453","6,901","2,393",45,"1,782",5,0,9,1
2015,SPR,"2,434","4,676","2,288",98,"1,025",10,11,12,15
2006,DRN,"2,102","5,765","2,076",23,"1,673",3,0,0,0
2005,GRE,501,953,460,34,433,0,0,7,0
1998,MLI,0,0,0,0,0,0,0,,
2004,RUN,"3,626","11,157","3,494",120,"2,421",8,0,2,2
2002,ROY,655,"1,335",452,38,437,0,144,0,21
2012,FLN,"3,352","7,487","3,046",217,"1,013",23,8,54,4
2002,HAR,"2,547","7,522","2,534",9,"2,437",1,3,0,0
2013,ROY,"4,072","10,967","3,837",80,"3,289",9,136,4,6
2007,MIS,"3,142","4,448","3,012",26,"1,109",39,3,37,25
2016,EYA,767,"1,809",715,42,413,4,5,0,1
2005,EAG,110,421,105,5,95,0,0,0,0
2016,COL,984,"2,232",925,48,682,3,5,3,0
2013,DOV,"4,732","10,519","4,559",135,"2,910",10,0,26,2
2009,DAL,"3,710","9,104","3,593",100,"2,468",10,1,4,2
2014,AUB,"4,130","11,126","3,664",71,"3,076",3,369,0,23
2017,MPL,817,"1,937",797,19,743,1,0,0,0
2005,PAN,"2,733","8,129","2,524",61,"2,444",0,130,1,17
2017,LEG,"2,114","3,916","1,542",305,"1,157",1,228,1,37
2003,SYV,103,89,31,0,18,0,66,0,6
2010,X09,60,233,58,1,94,1,0,0,0
2001,TUS,"2,129","5,291","1,938",92,"1,852",0,83,0,16
2008,CFC,4,0,0,0,0,1,0,0,3
2014,GRV,"1,120","2,142","1,073",31,415,1,3,10,2
2007,MAC,"1,777","5,382","1,751",19,"1,584",4,0,2,1
2006,CHV,757,"1,269",729,19,544,0,0,0,9
2017,MAH,"3,106","8,440","2,841",61,"2,584",1,173,1,29
2003,SOW,"2,629","6,409","2,559",67,"1,588",2,0,1,0
2007,ROY,"3,508","8,687","3,025",43,"2,837",7,408,5,20
2001,SDC,"3,395","11,821","3,364",27,"3,142",0,0,1,3
2001,MAC,"1,773","5,660","1,760",12,"1,599",0,0,0,1
2008,X04,0,22,0,0,27,0,0,0,0
2018,GAG,730,"2,073",715,10,493,2,0,0,3
2006,REN,"3,119","5,629","2,938",120,"1,690",20,7,25,9
2015,PKL,"1,445","3,780","1,419",15,"1,360",11,0,0,0
2004,DRN,"2,103","5,984","2,059",44,"1,674",0,0,0,0
2008,SCE,"2,919","9,125","2,897",16,"2,816",5,0,0,1
2010,UOC,710,"2,292",685,23,0,1,0,0,1
2013,X11,0,32,0,0,42,0,0,0,0
2005,WHL,"2,808","5,466","2,610",135,"1,488",9,39,10,5
2012,FVI,2,0,1,1,0,0,0,0,0
2017,SSW,165,404,154,7,130,1,1,1,1
2003,CPF,334,357,140,3,135,0,171,0,20
2001,ALB,"2,523","6,423","2,424",81,921,1,0,12,5
1999,ERL,442,579,300,87,152,0,50,0,
2001,DIS,245,314,99,10,96,0,129,0,7
2001,THO,"3,733","9,265","3,630",85,"2,372",2,0,10,6
2017,CSC,741,"2,523",676,15,585,0,46,0,4
2009,DNE,"1,230","2,448",904,50,141,2,244,17,13
2007,CFL,592,806,423,2,294,0,132,26,9
2008,SAN,"2,114","6,474","2,079",29,"1,917",4,0,2,0
1998,KIN,"2,257","4,405","2,210",44,"2,107",0,0,,
2002,MID,"2,648","7,299","2,511",64,"1,856",25,47,0,1
2014,SVO,"2,275","6,297","2,093",20,"1,856",0,157,0,5
2017,STA,646,"1,717",567,71,375,3,3,2,0
2001,AYB,17,31,13,2,6,1,0,0,1
2010,EAU,"1,325","1,721","1,096",98,630,12,29,77,13
2009,NHU,246,649,244,2,224,0,0,0,0
2007,ALB,"2,656","6,353","2,510",47,815,19,5,70,5
2004,CRM,183,485,168,5,165,0,2,0,8
1998,ALT,"2,988","5,359","2,452",516,"1,882",0,3,,
2005,OAK,"2,292","6,112","2,270",16,"2,075",6,0,0,0
2010,NGM,"1,013","2,375",981,23,751,1,3,4,1
2017,BRD,"3,949","6,330","3,197",359,"1,279",27,269,44,53
2011,TUX,"2,656","4,430","2,272",259,956,21,36,44,24
2004,DNW,"1,350","1,789","1,082",124,556,0,124,0,20
1999,MOP,"2,405","4,784","2,292",49,"1,409",12,9,42,
2008,NGM,"1,005","2,391",975,20,759,2,3,4,1
2012,CHR,728,"2,196",718,9,669,1,0,0,0
1998,CHW,"1,486","3,775","1,477",9,"1,439",0,0,,
2018,SSD,"2,638","4,208","2,511",96,817,14,5,7,5
2005,FVI,2,3,1,1,0,0,0,0,0
2009,DDG,"3,963","11,749","3,913",43,"3,716",4,2,1,0
2016,SVO,"2,391","6,761","2,285",59,"2,041",4,36,1,6
2019,BED,"4,405","11,514","4,254",106,"2,961",16,0,19,10
1998,APP,"1,294","4,419","1,251",10,"1,247",0,30,,
2019,CIA,3,0,0,3,0,0,0,0,0
2008,CIT,"3,477","10,125","3,434",41,"3,168",2,0,0,0
2001,EPK,"1,214","3,518","1,172",17,"1,105",11,10,1,3
2014,TUS,"6,504","19,465","6,425",59,"5,908",3,10,2,5
2002,VAL,"1,264","3,589","1,180",8,"1,161",2,66,0,8
2004,EAU,"1,074","1,568",942,50,556,0,2,66,14
2013,FLN,"3,373","7,757","3,103",179,987,8,2,74,7
2015,MCT,"7,130","18,029","6,973",122,"5,545",3,22,3,7
2014,CHA,"4,044","12,401","3,919",56,"3,590",7,59,2,1
1998,RAM,"1,108","2,205","1,054",49,771,0,0,,
1999,X10,4,13,4,0,3,0,0,0,
2000,VAF,14,24,11,1,6,0,0,0,
2005,SHI,153,285,148,5,143,0,0,0,0
2011,ABP,0,0,0,0,0,0,0,0,0
2001,PUM,559,"1,913",552,3,415,4,0,0,0
2012,CLI,"1,377","1,936","1,261",83,354,21,1,8,3
2018,ROC,"3,159","8,279","3,057",81,"2,521",5,15,0,1
2012,STD,2,0,2,0,0,0,0,0,0
2004,DIA,271,833,271,0,267,0,0,0,0
